 &plot nbnd= 100, nks=   100 /
            0.000000  0.000000  0.000000
    1.086    1.091    1.136    1.215    1.343    1.380    1.420    1.578    1.630    1.720
    1.789    1.800    1.867    1.915    1.999    2.110    2.112    2.215    2.226    2.397
            0.210715 -0.121656  0.000000
  -15.547  -14.664  -14.439  -14.409  -14.309  -13.991  -13.910  -13.873  -13.745  -13.734
  -13.626  -13.460  -13.392  -13.334  -13.321  -13.128  -13.036   -7.098   -6.992   -6.870
   -6.857   -6.758   -6.736   -6.538   -6.497   -6.421   -6.353   -6.317   -6.067   -5.847
   -5.786   -5.434   -5.355   -5.337   -5.283   -5.257   -5.211   -5.204   -5.147   -5.058
   -4.905   -4.789   -4.671   -4.503   -4.464   -4.319   -4.254   -4.136   -4.106   -3.948
   -3.898   -3.657   -3.583   -3.493   -3.386   -3.186   -3.117   -3.023   -2.895   -2.861
   -2.816   -2.795   -2.724   -2.689   -2.668   -2.612   -2.452   -2.257   -2.225   -2.138
   -2.102   -2.085   -1.980   -1.921   -1.525   -1.324   -1.318   -1.149    0.219    0.224
    1.090    1.096    1.131    1.216    1.343    1.380    1.420    1.588    1.638    1.736
    1.804    1.816    1.873    1.923    1.988    2.107    2.120    2.198    2.225    2.381
            0.224763 -0.129767  0.000000
  -15.537  -14.693  -14.448  -14.408  -14.311  -13.974  -13.903  -13.875  -13.739  -13.736
  -13.623  -13.450  -13.384  -13.332  -13.329  -13.133  -13.042   -7.118   -6.984   -6.871
   -6.860   -6.752   -6.734   -6.529   -6.496   -6.431   -6.364   -6.333   -6.085   -5.858
   -5.800   -5.423   -5.336   -5.336   -5.270   -5.249   -5.200   -5.195   -5.121   -5.050
   -4.899   -4.768   -4.643   -4.502   -4.474   -4.318   -4.270   -4.152   -4.124   -3.970
   -3.902   -3.641   -3.609   -3.500   -3.381   -3.174   -3.120   -3.021   -2.896   -2.862
   -2.839   -2.806   -2.749   -2.690   -2.678   -2.613   -2.442   -2.249   -2.212   -2.125
   -2.082   -2.073   -1.962   -1.907   -1.525   -1.339   -1.332   -1.156    0.224    0.228
    1.087    1.098    1.133    1.219    1.344    1.380    1.422    1.597    1.646    1.750
    1.819    1.832    1.881    1.931    1.976    2.101    2.129    2.184    2.224    2.368
            0.238811 -0.137877  0.000000
  -15.526  -14.721  -14.457  -14.408  -14.312  -13.956  -13.907  -13.866  -13.743  -13.726
  -13.620  -13.440  -13.377  -13.338  -13.330  -13.137  -13.048   -7.138   -6.974   -6.872
   -6.864   -6.745   -6.731   -6.522   -6.497   -6.447   -6.370   -6.345   -6.104   -5.868
   -5.813   -5.413   -5.334   -5.317   -5.260   -5.244   -5.191   -5.185   -5.095   -5.040
   -4.894   -4.746   -4.613   -4.500   -4.485   -4.319   -4.285   -4.167   -4.144   -3.993
   -3.905   -3.636   -3.624   -3.507   -3.375   -3.163   -3.122   -3.020   -2.901   -2.875
   -2.862   -2.809   -2.777   -2.696   -2.690   -2.604   -2.431   -2.241   -2.199   -2.114
   -2.062   -2.062   -1.944   -1.892   -1.526   -1.354   -1.346   -1.163    0.228    0.232
    1.079    1.097    1.140    1.227    1.347    1.380    1.425    1.605    1.655    1.759
    1.832    1.847    1.890    1.939    1.965    2.093    2.135    2.175    2.224    2.359
            0.252858 -0.145988  0.000000
  -15.515  -14.749  -14.465  -14.408  -14.311  -13.938  -13.917  -13.854  -13.747  -13.715
  -13.617  -13.430  -13.372  -13.347  -13.326  -13.142  -13.055   -7.158   -6.965   -6.871
   -6.868   -6.739   -6.728   -6.515   -6.500   -6.466   -6.372   -6.355   -6.122   -5.878
   -5.827   -5.406   -5.331   -5.299   -5.250   -5.239   -5.183   -5.175   -5.070   -5.027
   -4.888   -4.726   -4.583   -4.495   -4.495   -4.321   -4.298   -4.179   -4.164   -4.017
   -3.909   -3.663   -3.607   -3.516   -3.368   -3.152   -3.124   -3.019   -2.910   -2.895
   -2.881   -2.806   -2.805   -2.718   -2.688   -2.591   -2.420   -2.232   -2.186   -2.103
   -2.052   -2.041   -1.925   -1.879   -1.527   -1.370   -1.359   -1.170    0.232    0.236
    1.069    1.094    1.148    1.236    1.351    1.381    1.428    1.614    1.663    1.765
    1.846    1.860    1.899    1.948    1.956    2.082    2.135    2.171    2.227    2.354
            0.266906 -0.154098  0.000000
  -15.503  -14.776  -14.473  -14.409  -14.310  -13.930  -13.920  -13.840  -13.750  -13.705
  -13.612  -13.420  -13.369  -13.356  -13.321  -13.147  -13.062   -7.176   -6.956   -6.871
   -6.870   -6.732   -6.725   -6.510   -6.504   -6.485   -6.373   -6.361   -6.139   -5.887
   -5.840   -5.400   -5.326   -5.281   -5.241   -5.235   -5.176   -5.165   -5.046   -5.010
   -4.881   -4.706   -4.555   -4.502   -4.488   -4.324   -4.308   -4.189   -4.184   -4.041
   -3.913   -3.690   -3.589   -3.525   -3.361   -3.141   -3.126   -3.021   -2.926   -2.918
   -2.895   -2.833   -2.800   -2.740   -2.685   -2.577   -2.408   -2.223   -2.173   -2.092
   -2.042   -2.020   -1.906   -1.865   -1.529   -1.386   -1.372   -1.178    0.235    0.240
    1.059    1.090    1.157    1.247    1.356    1.382    1.434    1.622    1.671    1.767
    1.858    1.868    1.908    1.955    1.957    2.068    2.129    2.171    2.233    2.354
            0.280954 -0.162209  0.000000
  -15.491  -14.804  -14.481  -14.410  -14.307  -13.943  -13.903  -13.826  -13.754  -13.696
  -13.607  -13.411  -13.367  -13.365  -13.315  -13.152  -13.069   -7.194   -6.947   -6.875
   -6.868   -6.727   -6.722   -6.511   -6.508   -6.498   -6.374   -6.365   -6.155   -5.897
   -5.855   -5.397   -5.321   -5.265   -5.232   -5.231   -5.170   -5.156   -5.023   -4.991
   -4.874   -4.688   -4.540   -4.499   -4.479   -4.329   -4.315   -4.204   -4.195   -4.066
   -3.916   -3.718   -3.571   -3.535   -3.353   -3.131   -3.127   -3.024   -2.946   -2.941
   -2.911   -2.858   -2.794   -2.763   -2.681   -2.563   -2.396   -2.213   -2.160   -2.082
   -2.033   -1.999   -1.887   -1.852   -1.531   -1.402   -1.385   -1.186    0.239    0.244
    1.049    1.085    1.167    1.258    1.362    1.383    1.439    1.630    1.680    1.765
    1.869    1.869    1.919    1.961    1.966    2.053    2.118    2.174    2.243    2.339
            0.295001 -0.170319  0.000000
  -15.478  -14.831  -14.488  -14.412  -14.304  -13.956  -13.886  -13.813  -13.756  -13.688
  -13.601  -13.405  -13.371  -13.367  -13.309  -13.157  -13.077   -7.212   -6.939   -6.878
   -6.864   -6.723   -6.720   -6.524   -6.512   -6.499   -6.375   -6.367   -6.171   -5.905
   -5.869   -5.396   -5.315   -5.249   -5.227   -5.224   -5.165   -5.147   -5.003   -4.968
   -4.867   -4.672   -4.541   -4.482   -4.469   -4.334   -4.316   -4.224   -4.199   -4.091
   -3.919   -3.745   -3.552   -3.545   -3.346   -3.128   -3.121   -3.034   -2.968   -2.960
   -2.933   -2.876   -2.788   -2.785   -2.677   -2.550   -2.384   -2.203   -2.148   -2.072
   -2.025   -1.979   -1.868   -1.840   -1.535   -1.418   -1.396   -1.194    0.242    0.247
    1.040    1.080    1.176    1.270    1.369    1.384    1.446    1.637    1.688    1.759
    1.864    1.878    1.931    1.972    1.977    2.039    2.103    2.180    2.255    2.323
            0.309049 -0.178429  0.000000
  -15.464  -14.858  -14.495  -14.414  -14.300  -13.970  -13.869  -13.800  -13.758  -13.680
  -13.594  -13.406  -13.372  -13.368  -13.302  -13.162  -13.085   -7.228   -6.933   -6.881
   -6.858   -6.721   -6.719   -6.539   -6.514   -6.499   -6.377   -6.368   -6.185   -5.914
   -5.883   -5.396   -5.308   -5.235   -5.223   -5.216   -5.160   -5.139   -4.983   -4.945
   -4.859   -4.656   -4.548   -4.466   -4.459   -4.340   -4.311   -4.243   -4.198   -4.116
   -3.921   -3.773   -3.555   -3.533   -3.337   -3.130   -3.112   -3.051   -2.991   -2.973
   -2.959   -2.889   -2.807   -2.782   -2.672   -2.537   -2.373   -2.193   -2.136   -2.061
   -2.017   -1.959   -1.849   -1.828   -1.540   -1.433   -1.407   -1.202    0.245    0.251
    1.031    1.075    1.184    1.281    1.378    1.385    1.453    1.645    1.696    1.750
    1.858    1.886    1.943    1.983    1.988    2.028    2.086    2.186    2.269    2.308
            0.323097 -0.186540  0.000000
  -15.450  -14.885  -14.501  -14.416  -14.294  -13.984  -13.853  -13.788  -13.759  -13.673
  -13.587  -13.413  -13.369  -13.366  -13.294  -13.167  -13.093   -7.244   -6.927   -6.884
   -6.850   -6.720   -6.719   -6.551   -6.515   -6.500   -6.379   -6.367   -6.199   -5.922
   -5.897   -5.397   -5.301   -5.224   -5.217   -5.209   -5.155   -5.131   -4.962   -4.923
   -4.851   -4.642   -4.557   -4.455   -4.451   -4.344   -4.302   -4.257   -4.195   -4.140
   -3.922   -3.799   -3.565   -3.515   -3.329   -3.132   -3.105   -3.074   -3.016   -2.985
   -2.979   -2.900   -2.827   -2.776   -2.667   -2.526   -2.362   -2.183   -2.125   -2.051
   -2.010   -1.939   -1.829   -1.816   -1.547   -1.449   -1.416   -1.211    0.248    0.254
    1.022    1.070    1.193    1.293    1.387    1.387    1.460    1.651    1.703    1.737
    1.852    1.892    1.953    1.988    2.000    2.026    2.069    2.192    2.284    2.297
            0.337144 -0.194650  0.000000
  -15.436  -14.911  -14.507  -14.418  -14.288  -13.997  -13.839  -13.777  -13.758  -13.667
  -13.581  -13.423  -13.370  -13.357  -13.287  -13.172  -13.101   -7.259   -6.922   -6.886
   -6.841   -6.722   -6.721   -6.561   -6.512   -6.502   -6.381   -6.367   -6.212   -5.929
   -5.912   -5.399   -5.294   -5.219   -5.207   -5.203   -5.150   -5.123   -4.942   -4.900
   -4.842   -4.629   -4.567   -4.451   -4.447   -4.346   -4.303   -4.251   -4.192   -4.160
   -3.922   -3.826   -3.575   -3.496   -3.321   -3.135   -3.100   -3.099   -3.046   -3.006
   -2.982   -2.912   -2.846   -2.771   -2.663   -2.516   -2.351   -2.173   -2.115   -2.042
   -2.003   -1.920   -1.810   -1.805   -1.554   -1.464   -1.425   -1.219    0.251    0.257
    1.014    1.066    1.201    1.304    1.389    1.396    1.467    1.658    1.711    1.723
    1.846    1.897    1.956    1.988    2.011    2.036    2.053    2.198    2.289    2.300
            0.351192 -0.202761  0.000000
  -15.421  -14.937  -14.513  -14.421  -14.282  -14.011  -13.826  -13.766  -13.755  -13.661
  -13.574  -13.435  -13.372  -13.347  -13.281  -13.177  -13.110   -7.272   -6.918   -6.889
   -6.830   -6.725   -6.725   -6.567   -6.508   -6.506   -6.384   -6.366   -6.223   -5.937
   -5.926   -5.401   -5.287   -5.216   -5.198   -5.197   -5.145   -5.115   -4.923   -4.878
   -4.833   -4.616   -4.575   -4.452   -4.448   -4.345   -4.319   -4.226   -4.202   -4.163
   -3.920   -3.852   -3.585   -3.477   -3.313   -3.148   -3.120   -3.098   -3.077   -3.022
   -2.982   -2.926   -2.862   -2.766   -2.658   -2.507   -2.340   -2.162   -2.105   -2.032
   -1.997   -1.902   -1.794   -1.791   -1.562   -1.479   -1.433   -1.227    0.254    0.259
    1.007    1.061    1.209    1.315    1.391    1.406    1.474    1.664    1.706    1.718
    1.841    1.900    1.949    1.993    2.014    2.046    2.051    2.203    2.286    2.316
            0.365240 -0.210871  0.000000
  -15.405  -14.962  -14.518  -14.423  -14.275  -14.024  -13.816  -13.756  -13.749  -13.655
  -13.568  -13.447  -13.374  -13.336  -13.274  -13.182  -13.119   -7.285   -6.914   -6.890
   -6.818   -6.731   -6.730   -6.570   -6.513   -6.502   -6.387   -6.365   -6.233   -5.943
   -5.940   -5.404   -5.280   -5.213   -5.193   -5.188   -5.139   -5.107   -4.904   -4.856
   -4.824   -4.604   -4.584   -4.455   -4.453   -4.343   -4.338   -4.222   -4.195   -4.151
   -3.916   -3.877   -3.594   -3.459   -3.306   -3.175   -3.126   -3.120   -3.090   -3.034
   -2.982   -2.941   -2.875   -2.762   -2.653   -2.499   -2.331   -2.152   -2.097   -2.022
   -1.991   -1.884   -1.784   -1.772   -1.572   -1.493   -1.440   -1.235    0.256    0.262
    1.000    1.057    1.217    1.325    1.393    1.415    1.481    1.669    1.690    1.724
    1.837    1.902    1.939    1.999    2.005    2.053    2.067    2.208    2.286    2.332
            0.379287 -0.218982  0.000000
  -15.389  -14.987  -14.522  -14.425  -14.268  -14.038  -13.810  -13.747  -13.740  -13.649
  -13.563  -13.461  -13.375  -13.326  -13.268  -13.186  -13.128   -7.296   -6.911   -6.891
   -6.806   -6.738   -6.735   -6.570   -6.520   -6.494   -6.391   -6.365   -6.242   -5.953
